Año,Región,Siniestros,Fallecidos,Lesionados Graves,Lesionados Menos graves,Lesionados Leves,Total lesionados,Parque Vehicular,Poblacion,Siniestros por parque vehicular (por 10000 vehiculos),Siniestros por cantidad de habitantes (por 100000 habitantes),Fallecidos por parque vehicular (por 10000 vehiculos),Fallecidos por cantidad de habitantes (por 100000 habitantes),Lesionados por parque vehicular (por 10000 vehiculos),Lesionados por cantidad de habitantes (por 100000 habitantes)
2009,Aysén,185,10,38,23,260,321,19749,96934,"93,6756291457795","190,851507211092","5,06354752139349","10,3162976870861","162,539875436731","331,153155755463"
2009,Magallanes,1111,9,77,70,763,910,47336,158160,"234,70508703735","702,453211937279","1,90130133513605","5,69044006069803","192,242690552645","575,366717248356"
2009,Total,56330,1508,6748,4377,41050,52175,3139088,16263199,"179,447024103816","346,364820352995","4,80394305607234","9,27246847314603","166,210695590566","320,816341237662"
2010,Arica y Parinacota,598,28,87,70,444,601,50735,201882,"117,867349955652","296,212639066385","5,51887257317434","13,8694881168207","118,458657731349","297,69865565033"
2010,Tarapacá,871,32,142,110,957,1209,90276,294992,"96,4818999512606","295,262244399848","3,54468518764677","10,8477518034387","133,92263724578","409,84162282367"
2010,Antofagasta,1938,67,250,154,1883,2287,128124,554544,"151,259717149012","349,476326495283","5,22930910680279","12,0819989036037","178,498954138179","412,410917799129"
2010,Atacama,649,26,131,78,725,934,62509,271312,"103,825049192916","239,207996697529","4,15940104624934","9,58306304181164","149,418483738342","344,253110809695"
2010,Coquimbo,1947,75,317,224,2016,2557,128816,685544,"151,145820394982","284,008028660451","5,82225810458328","10,9402168205104","198,500186312259","372,988458800602"
2010,Valparaíso,7023,134,785,441,5196,6422,335627,1687076,"209,250149719778","416,282372578354","3,99252741883102","7,94273642681183","191,343366296514","380,658606962579"
2010,Metropolitana,21675,417,2016,1117,12379,15512,1406403,6622053,"154,116565451012","327,315411096831","2,9650107401648","6,29714078096325","110,295555399128","234,247596629021"
2010,L.B.O´Higgins,3408,134,429,361,2195,2985,184421,852055,"184,794573286123","399,974180070535","7,26598380878533","15,7266843102851","161,857922904658","350,329497508964"
2010,Maule,4541,165,490,340,2827,3657,226794,981084,"200,225755531451","462,855372220931","7,27532474404085","16,818131780765","161,247652054287","372,75095710459"
2010,Biobio,6127,230,1056,680,5856,7592,351884,1955346,"174,119880415137","313,346077880846","6,53624489888713","11,7626241084698","215,75291857544","388,268879267403"
2010,Araucanía,3514,130,522,278,2692,3492,139550,916301,"251,809387316374","383,498435557748","9,3156574704407","14,187477695648","250,232891436761","381,097477793869"
2010,Los Ríos,993,35,152,141,1084,1377,58185,363652,"170,66254189224","273,063258279894","6,0152960384979","9,62458614279586","236,658932714617","378,65871767514"
2010,Los Lagos,2585,96,384,228,2279,2891,140488,784367,"184,001480553499","329,565114289612","6,83332384260577","12,2391686544691","205,782700301805","368,577464375732"
2010,Aysén,618,8,50,35,379,464,21561,97712,"286,628635035481","632,470934992631","3,7104030425305","8,18732601932209","215,203376466769","474,864909120681"
2010,Magallanes,1259,18,88,64,832,984,50150,159208,"251,046859421735","790,789407567459","3,58923230309073","11,3059645243958","196,211365902293","618,059394000302"
2010,Total,57746,1595,6899,4321,41744,52964,3375523,16427037,"171,072749319143","351,530224227291","4,72519369591023","9,70960252905013","156,906055743066","322,41967921543"
2011,Arica y Parinacota,1018,33,99,80,679,858,54494,205336,"186,809557015451","495,77278217166","6,0557125555107","16,0712198542876","157,448526443278","417,851716211478"
2011,Tarapacá,1000,56,153,119,869,1141,99681,300073,"100,320020866564","333,252241954458","5,6179211685276","18,6621255494496","114,46514380875","380,240808070036"
2011,Antofagasta,2186,87,260,146,1851,2257,130105,562114,"168,018139195265","388,889086555396","6,68690672918028","15,4772875253063","173,475269974252","401,519976374899"
2011,Atacama,770,53,127,89,925,1141,71254,273434,"108,064108681618","281,603604526138","7,43817890925422","19,3831052466043","160,131361046397","417,285341252368"
2011,Coquimbo,2293,73,263,197,1969,2429,144657,695835,"158,512896023006","329,532144833186","5,04642015249867","10,4909928359453","167,914445896154","349,077008198783"
2011,Valparaíso,7724,151,746,499,5459,6704,365657,1705479,"211,236213172454","452,893292734768","4,12955310577946","8,85381760783921","183,341218683083","393,086047966583"
2011,Metropolitana,23520,360,2008,1200,12341,15549,1513678,6692162,"155,383113185235","351,455927097999","2,37831295691686","5,37942745558162","102,723300464167","232,346437518996"
2011,L.B.O´Higgins,3542,135,389,305,2099,2793,199126,860984,"177,877323905467","411,389758694703","6,77962696985828","15,6797338858794","140,262949087512","324,396272172305"
2011,Maule,4390,148,440,298,2892,3630,244369,990208,"179,646354488499","443,341197001034","6,05641468435031","14,946354705274","148,545846649943","366,589645811789"
2011,Biobio,6643,205,1063,676,6397,8136,390530,1967069,"170,102168847464","337,710573447093","5,24927662407498","10,4215968021457","208,33226640719","413,610300401257"
2011,Araucanía,3985,109,427,333,2758,3518,151366,922146,"263,269162163234","432,144150709324","7,20108875176724","11,8202540595524","232,416791089148","381,501410839498"
2011,Los Ríos,1180,40,142,174,1192,1508,63129,366679,"186,918848706617","321,807357388888","6,33623215954633","10,9087239792843","238,875952414897","411,258894019019"
2011,Los Lagos,2965,85,418,251,2332,3001,150402,790701,"197,138335926384","374,983716980249","5,6515205914815","10,7499547869549","199,53192111807","379,536639007665"
2011,Aysén,598,16,72,43,387,502,23293,98489,"256,729489546216","607,174405263532","6,86901644270811","16,2454690371514","215,515390889967","509,701591040624"
2011,Magallanes,1020,22,117,44,884,1045,52986,160256,"192,503680217416","636,481629392971","4,15204016155211","13,72803514377","197,221907673725","652,081669329074"
2011,Total,62834,1573,6724,4454,43034,54212,3654727,16590874,"171,925290178993","378,726280484078","4,30401504681471","9,48111594362057","148,33392480478","326,75795138942"
2012,Arica y Parinacota,1209,47,165,145,807,1117,60433,208791,"200,056260652293","579,047947469","7,77720781692122","22,5105488263383","184,832790031936","534,984745511061"
2012,Tarapacá,984,37,89,93,728,910,107507,305153,"91,5289236979918","322,461191598968","3,4416363585627","12,125065131262","84,6456509808664","298,211061336444"
2012,Antofagasta,1342,88,241,137,1342,1720,154255,569684,"86,9988006871738","235,569192745452","5,70483938932288","15,4471601800296","111,503678973129","301,921767155125"
2012,Atacama,1151,36,155,74,994,1223,81741,275556,"140,810609119047","417,700939192034","4,40415458582596","13,064495057266","149,618918290699","443,829929306566"
2012,Coquimbo,2106,75,273,158,1736,2167,161410,706127,"130,475187410941","298,246632687888","4,6465522582244","10,6213188279162","134,25438324763","306,885305334593"
2012,Valparaíso,7666,124,748,427,5402,6577,395701,1723882,"193,73213613309","444,694010378901","3,13367921738889","7,19306773897517","166,21135655457","381,522633219675"
2012,Metropolitana,23240,372,1931,1059,12443,15433,1621946,6762270,"143,284671622853","343,671577739428","2,29354121530557","5,50111131321287","95,1511332683086","228,222179830146"
2012,L.B.O´Higgins,3190,122,350,271,2151,2772,219324,869912,"145,446918713866","366,703758541094","5,5625467345115","14,0244070664619","126,38835695136","318,652921215019"
2012,Maule,3919,129,383,289,2830,3502,264256,999331,"148,303160571567","392,162356616577","4,88162993460886","12,908635877402","132,52300799225","350,434440640789"
2012,Biobio,7337,247,1233,634,7254,9121,423154,1978792,"173,38841178389","370,781769887891","5,83711840133852","12,4823629770082","215,548003800035","460,937784264339"
2012,Araucanía,4002,97,425,251,2961,3637,164926,927992,"242,654281314044","431,253717704463","5,88142560906103","10,4526763161751","220,523143712938","391,921482081742"
2012,Los Ríos,1324,39,165,138,1073,1376,68616,369705,"192,957910691384","358,123368631747","5,68380552640783","10,5489511908143","200,536318059928","372,188636886166"
2012,Los Lagos,2824,86,295,191,2239,2725,163615,797035,"172,600311707362","354,313173198166","5,25624178712221","10,7899904019271","166,549521743116","341,892137735482"
2012,Aysén,574,9,31,15,256,302,32888,99267,"174,531744101192","578,238488117904","2,73656044757966","9,06645713076853","91,8268061298954","304,230005943566"
2012,Magallanes,923,15,86,38,519,643,54141,161304,"170,480781662696","572,211476466796","2,77054358065052","9,299211426871","118,763968157219","398,626196498537"
2012,Total,61791,1523,6570,3920,42735,53225,3973913,16754712,"155,491577193562","368,797744777708","3,83249457147149","9,08998017990402","133,935997089015","317,67182867721"
2013,Arica y Parinacota,1310,37,140,133,939,1212,65673,212245,"199,473147259909","617,211241725365","5,63397438825697","17,4326839265943","184,550728609931","571,038187000872"
2013,Tarapacá,932,44,101,84,803,988,114087,310234,"81,6920420380937","300,41839385754","3,85670584729198","14,1828426284675","86,600576752829","318,469284475589"
2013,Antofagasta,1834,66,187,90,1515,1792,167440,577254,"109,531772575251","317,711094249672","3,94171046344959","11,4334417777963","107,023411371237","310,435267663801"
2013,Atacama,1446,55,202,101,1299,1602,87930,277678,"164,448993517571","520,747052341201","6,25497554873195","19,8071147156058","182,190378710338","576,927232261828"
2013,Coquimbo,3068,74,353,111,2297,2761,178122,716419,"172,241497400658","428,241015383456","4,15445593469644","10,3291509577496","155,006119401309","385,3889972209"
2013,Valparaíso,8661,115,758,439,5751,6948,439392,1742285,"197,113283810356","497,105812194905","2,61725293132328","6,60052746823855","158,12759449421","398,786650863665"
2013,Metropolitana,25216,420,2278,1238,12798,16314,1721328,6832379,"146,49154606211","369,066177388579","2,43997657622487","6,14719997236687","94,7756615822202","238,774810355222"
2013,L.B.O´Higgins,4443,132,424,342,2717,3483,226890,878841,"195,821763850324","505,55219886191","5,81779717043501","15,0197817352627","153,510511701706","396,317422605454"
2013,Maule,5573,126,547,363,4154,5064,283241,1008455,"196,758237684516","552,627534198353","4,44850851395102","12,4943601846389","178,787675513079","502,154285515963"
2013,Biobio,8942,255,1217,691,7412,9320,456368,1990515,"195,938365529573","449,230475530202","5,58759597517793","12,8107550056141","204,221154857483","468,220535891465"
2013,Araucanía,4554,116,505,304,3122,3931,180718,933838,"251,994820659813","487,664884059119","6,41884040328025","12,4218547542507","217,521220907713","420,950957232411"
2013,Los Ríos,1484,55,156,177,1079,1412,74474,372732,"199,264172731423","398,141291866542","7,38512769557161","14,7559104128435","189,596369202675","378,824463689729"
2013,Los Lagos,3684,98,405,247,2512,3164,178855,803369,"205,976908669034","458,568851922342","5,47929887338906","12,1986285256215","176,903077912275","393,841435255779"
2013,Aysén,859,13,59,36,529,624,28568,100044,"300,68608232988","858,622206229259","4,55054606552786","12,9942825156931","218,426211145337","623,725560753269"
2013,Magallanes,1270,17,98,60,819,977,59998,162352,"211,673722457415","782,250911599488","2,83342778092603","10,4710751946388","162,838761292043","601,778850891889"
2013,Total,73276,1623,7430,4416,47746,59592,4263084,16918550,"171,884954647856","433,110402487211","3,80710302682284","9,59302067848604","139,786126663233","352,228766649624"
2014,Arica y Parinacota,1406,41,143,114,977,1234,69105,215700,"203,458505173287","651,831247102457","5,93300050647565","19,0078813166435","178,568844511975","572,090866944831"
2014,Tarapacá,1579,44,108,68,915,1091,118031,315314,"133,778414145436","500,770660357612","3,72783421304573","13,9543439238347","92,4333437825656","346,004300475082"
2014,Antofagasta,1766,79,186,107,1440,1733,167813,584824,"105,236185516021","301,971191332777","4,70762098287975","13,5083375511265","103,269710928236","296,328468051927"
2014,Atacama,1643,50,195,113,1051,1359,92931,279800,"176,797839257083","587,205146533238","5,3803359481766","17,8699070764832","146,23753107144","485,704074338813"
2014,Coquimbo,3526,60,353,135,2391,2879,191446,726711,"184,177261473209","485,199756161665","3,13404301996385","8,25637701920021","150,381830907932","396,168490637957"
2014,Valparaíso,8140,131,621,403,4541,5565,472143,1760688,"172,405394128474","462,319275192425","2,7745831241806","7,44027334769136","117,866832718054","316,069627327499"
2014,Metropolitana,25892,431,2234,1126,12785,16145,1855430,6902488,"139,547166963992","375,111119352906","2,32291167007109","6,244125306701","87,0148698684402","233,901167231294"
2014,L.B.O´Higgins,5044,119,445,300,2976,3721,244369,887769,"206,409159917993","568,165817909839","4,86968477998437","13,4043878531465","152,269723246402","419,140564718975"
2014,Maule,6332,120,621,358,3922,4901,307143,1017578,"206,158043647422","622,261880661728","3,90697492698841","11,7927077825975","159,567367643085","481,633840354253"
2014,Biobio,10341,246,1218,553,6928,8699,487044,2002238,"212,321679355459","516,472067756181","5,05087836006603","12,2862516843652","178,608092903311","434,46383496867"
2014,Araucanía,5011,129,541,293,3474,4308,195115,939683,"256,822899315788","533,264941474944","6,61148553417216","13,7280338156591","220,792865745842","458,452478122942"
2014,Los Ríos,1602,54,177,123,1198,1498,79857,375758,"200,608587850783","426,338228327807","6,76208723092528","14,3709515166676","187,585308739372","398,660840221632"
2014,Los Lagos,4048,95,464,234,2667,3365,193559,809703,"209,135199086583","499,936396431778","4,90806420781261","11,732697050647","173,848800624099","415,584479741337"
2014,Aysén,869,12,61,28,429,518,31549,100822,"275,444546578339","861,91505822142","3,80360708738787","11,9021642101922","164,189039272243","513,776755073297"
2014,Magallanes,1246,19,90,57,722,869,63129,163400,"197,373631769868","762,545899632803","3,0097102757845","11,6279069767442","137,654643666144","531,823745410037"
2014,Total,78445,1630,7457,4012,46416,57885,4568664,17082387,"171,702274450474","459,215682211157","3,56778261653735","9,54199199444434","126,700059360898","338,857795459148"
2015,Arica y Parinacota,1344,48,150,96,921,1167,72963,219154,"184,202952181243","613,26738275368","6,57867686361581","21,9024065269171","159,944081246659","532,502258685673"
2015,Tarapacá,1568,35,119,55,907,1081,121756,320395,"128,78215447288","489,395901933551","2,87460166234108","10,9240156681596","88,7841256283058","337,396026779444"
2015,Antofagasta,1991,73,193,89,1504,1786,169229,592394,"117,651229990132","336,093883462695","4,31368146121528","12,3228797050612","105,537466982609","301,488536345743"
2015,Atacama,1329,35,152,67,821,1040,92202,281922,"144,140040346196","471,40698491072","3,79601310166808","12,4147813934351","112,795817878137","368,896361404928"
2015,Coquimbo,2867,74,281,105,1707,2093,199497,737002,"143,711434257157","389,008442310876","3,70932896234029","10,0406783156626","104,91385835376","283,988374522729"
2015,Valparaíso,9260,118,848,393,5320,6561,494732,1779091,"187,172044662565","520,49052015889","2,38512972680158","6,63260058085843","132,617255402925","368,783833991628"
2015,Metropolitana,27014,413,2255,1103,12798,16156,1906209,6972597,"141,715834937302","387,430967256533","2,16660397679373","5,92318758706405","84,7546098040666","231,707066965149"
2015,L.B.O´Higgins,4509,164,457,292,2459,3208,258564,896698,"174,386225460621","502,844882000406","6,34272365835925","18,2893237187994","124,069862780588","357,757015182369"
2015,Maule,6308,138,602,345,4045,4992,321842,1026701,"195,996793457659","614,395038088012","4,2878182462202","13,441108949928","155,107164385009","486,217506362612"
2015,Biobio,10702,237,1292,551,6875,8718,512107,2013961,"208,979763994634","531,390627723178","4,62793908304319","11,7678544917205","170,237860447133","432,878293075189"
2015,Araucanía,5196,134,634,268,3829,4731,210192,945529,"247,202557661567","549,533647302198","6,37512369642993","14,1719608811575","225,079926923955","500,354827826539"
2015,Los Ríos,1696,49,184,157,1264,1605,85596,378785,"198,140100004673","447,747402880262","5,72456656853124","12,9360983143472","187,508762091687","423,723220296474"
2015,Los Lagos,3902,105,436,188,2705,3329,207621,816037,"187,938599659957","478,164593027032","5,05729189243863","12,8670636257915","160,340235332649","407,947188669141"
2015,Aysén,851,12,59,43,473,575,33519,101599,"253,885855783287","837,606669356982","3,58005907097467","11,811139873424","171,54449715087","565,950452268231"
2015,Magallanes,1343,11,111,39,753,903,65101,164448,"206,294834180735","816,671531426348","1,68968218614153","6,68904456119868","138,707546735073","549,109748978401"
2015,Total,79880,1646,7773,3791,46381,57945,4751130,17246225,"168,128424185404","463,173824996485","3,46443898609383","9,54411762574129","121,96045993269","335,986570974228"
2016,Arica y Parinacota,1498,34,151,129,857,1137,76627,222609,"195,49245044175","672,928767480201","4,43707831443225","15,2734166183757","148,381118926749","510,761020443917"
2016,Tarapacá,2912,33,231,70,1412,1713,123253,325475,"236,26199767957","894,692372686074","2,67741961656106","10,1390275750826","138,982418277851","526,307704124741"
2016,Antofagasta,2831,60,342,169,2289,2800,169106,599964,"167,409790309037","471,861645032035","3,54807044102516","10,0006000360022","165,576620581174","466,694668346767"
2016,Atacama,1324,45,166,101,777,1044,96853,284044,"136,702012327961","466,124966554477","4,64621643108629","15,8426159327428","107,792221201202","367,548689639633"
2016,Coquimbo,3719,70,367,151,2185,2703,206941,747294,"179,713058311306","497,662231999722","3,38260663667422","9,36712993815018","130,616939127577","361,705031754571"
2016,Valparaíso,10753,149,865,387,5685,6937,521646,1797494,"206,135961935872","598,22174649818","2,85634319059285","8,28931835099311","132,982904115051","385,926183898249"
2016,Metropolitana,31341,387,2726,1352,13319,17397,1968954,7042706,"159,175887298535","445,013606985724","1,96551062137561","5,49504693224451","88,356558863234","247,021528372759"
2016,L.B.O´Higgins,4927,130,470,274,2845,3589,275855,905626,"178,608326838375","544,043567653756","4,712620760907","14,3547115475925","130,104583929963","396,300459571611"
2016,Maule,6867,163,574,384,4214,5172,337771,1035825,"203,303421548919","662,94982260517","4,82575472731525","15,73624888374","153,121493556285","499,312142495113"
2016,Biobio,11489,237,1268,496,7020,8784,538580,2025684,"213,320212410413","567,166448468764","4,40046047012514","11,6997517875444","163,095547550967","433,631306758606"
2016,Araucanía,5774,155,631,316,4115,5062,225360,951375,"256,21228257011","606,911049796348","6,87788427405041","16,2922086453817","224,618388356408","532,07200105111"
2016,Los Ríos,1837,63,247,198,1424,1869,91897,381811,"199,897711568386","481,128097409451","6,85550126772365","16,5003103629806","203,379870942468","489,509207435092"
2016,Los Lagos,4380,117,600,202,2918,3720,221263,822371,"197,954470471792","532,60632974655","5,28782489616429","14,2271553836407","168,125714647275","452,350581428577"
2016,Aysén,790,5,66,43,510,619,37854,102377,"208,696571036086","771,657696552937","1,32086437364611","4,88390947185403","163,523009457389","604,627992615529"
2016,Magallanes,1269,27,126,72,819,1017,68985,165496,"183,953033268102","766,785904191038","3,91389432485323","16,3145937061923","147,423352902805","614,516362933243"
2016,Total,91711,1675,8830,4344,50389,63563,4960945,17410063,"184,865988234097","526,77006395669","3,37637284831821","9,62087271022512","128,126798422478","365,093451988083"
2017,Arica y Parinacota,1771,14,127,130,916,1173,81087,226063,"218,407389593893","783,409934398818","1,72654062920074","6,19296390829105","144,65943986089","518,881904601815"
2017,Tarapacá,2530,45,146,90,1000,1236,129466,330556,"195,418102049959","765,377122182021","3,47581604436686","13,6134270743838","95,4690806852765","373,915463643074"
2017,Antofagasta,3126,53,260,146,2134,2540,167388,607534,"186,751738475876","514,539103984304","3,16629626974455","8,72379159026491","151,743255191531","418,083596967413"
2017,Atacama,1191,32,141,86,832,1059,103100,286166,"115,518913676043","416,192000447293","3,10378273520854","11,1823207508928","102,715809893307","370,06492734986"
2017,Coquimbo,4029,46,320,198,2216,2734,214286,757586,"188,019749307001","531,820809782652","2,14666380444826","6,07191790766989","127,586496551338","360,883120860206"
2017,Valparaíso,9903,141,823,350,4995,6168,541913,1815897,"182,741510168606","545,350314472682","2,60189366189776","7,7647575826162","113,819007848123","339,666842337423"
2017,Metropolitana,33303,358,2821,1225,13626,17672,2041854,7112815,"163,101769274395","468,211249695093","1,75330851275361","5,03316900552032","86,5487934005076","248,452968339539"
2017,L.B.O´Higgins,5721,111,521,282,3082,3885,297248,914555,"192,465550651308","625,550130937997","3,73425557110561","12,1370502594158","130,698944988696","424,796759079552"
2017,Maule,7385,152,565,353,4545,5463,361391,1044948,"204,349305876461","706,733732204856","4,20597081831036","14,5461783744263","151,165911713352","522,801134601913"
2017,Biobio,11774,225,1309,566,6976,8851,565209,2037407,"208,312323406032","577,891408049545","3,98082833075906","11,0434488543526","156,596940246882","434,424736932778"
2017,Araucanía,5482,140,621,306,3740,4667,238791,957221,"229,573141366299","572,69951244279","5,86286752850819","14,6256716056167","195,442876825341","487,557209881522"
2017,Los Ríos,2046,46,212,169,1438,1819,97497,384838,"209,852610849565","531,652279660533","4,71809389006841","11,9530815563952","186,569843174662","472,666420675713"
2017,Los Lagos,4481,94,476,214,2582,3272,236982,828705,"189,086090926737","540,723176522405","3,96654598239529","11,3429990165379","138,069558025504","394,83290193736"
2017,Aysén,832,14,76,32,480,588,41547,103154,"200,255132741233","806,561064040173","3,36967771439574","13,5719409814452","141,526464004621","570,021521220699"
2017,Magallanes,1305,12,116,54,874,1044,72945,166544,"178,901912399753","783,576712460371","1,64507505654946","7,20530310308387","143,121529919803","626,861369968297"
2017,Total,94879,1483,8534,4201,49436,62171,5190704,17574003,"182,786381192224","539,88268921998","2,85703056849321","8,4386010404118","119,773733967493","353,766868026596"
2018,Arica y Parinacota,1317,35,86,68,613,767,86844,230518,"151,65123670029","571,321979194683","4,03021509833725","15,1831961061609","88,3192851549906","332,72889752644"
2018,Tarapacá,2582,32,157,95,1162,1414,136375,335636,"189,330889092576","769,285773874078","2,34647112740605","9,53413817349748","103,684692942255","421,28973054142"
2018,Antofagasta,2766,60,270,126,1617,2013,173725,615504,"159,217153547273","449,38781876316","3,45373435026623","9,74810886687983","115,872787451432","327,049052483818"
2018,Atacama,1286,32,148,105,763,1016,102858,288288,"125,026735888312","446,081696081696","3,11108518540123","11,1000111000111","98,7769546364891","352,425352425352"
2018,Coquimbo,3816,78,341,196,2171,2708,229244,767878,"166,460190888311","496,95394320452","3,40248817853466","10,1578636189603","118,127410095793","352,660188206981"
2018,Valparaíso,9156,137,751,428,4862,6041,581096,1804299,"157,564326720542","507,454695701766","2,35761388823878","7,59297655211248","103,958726268981","334,811469717602"
2018,Metropolitana,30737,370,2506,1186,12400,16092,2155013,7112815,"142,630230072858","432,13551877843","1,71692699765616","5,20187858112435","74,6724033683324","226,239540885008"
2018,L.B.O´Higgins,5781,108,501,273,2909,3683,313133,923544,"184,618037702829","625,95826511785","3,44901367789406","11,6940827941062","117,617753478554","398,789878987899"
2018,Maule,7069,149,486,327,4406,5219,392197,1053071,"180,241052328294","671,274776344615","3,79911116097267","14,1490934609347","133,070880195412","495,598112567909"
2018,Biobio,10884,201,1211,535,6241,7987,591633,2049129,"183,965397467687","531,152504307928","3,39737641409455","9,80904569697662","134,999230942155","389,775363093295"
2018,Araucanía,5473,106,542,307,3541,4390,256121,962067,"213,688061502181","568,879298427241","4,13866883230973","11,0179436567308","171,403360130563","456,309175972152"
2018,Los Ríos,2161,47,232,148,1480,1860,106008,387865,"203,852539430986","557,152617534452","4,43362765074334","12,117618243461","175,458455965588","479,54829644335"
2018,Los Lagos,4304,129,457,236,2586,3279,255894,835038,"168,194643094406","515,425645299974","5,04114985111023","15,4483987555057","128,138995052639","392,676740459716"
2018,Aysén,772,1,58,19,414,491,41636,103931,"185,416466519358","742,800511878073","0,240176770102796","0,962176828857607","117,926794120473","472,428822969085"
2018,Magallanes,1207,22,113,43,823,979,77118,167592,"156,513395056926","720,201441596258","2,85277107808812","13,1271182395341","126,948312974922","584,156761659268"
2018,Total,89311,1507,7859,4092,45988,57939,5498895,17737841,"162,416267268242","503,505471720036","2,74055060152994","8,49596069780984","105,364805110845","326,640654857601"
